var_name,row,col,data
K,3,3,256,0,0,0,256,0,256,256,1
R,3,3,-0.994325727,-0.106371096,0.00123999054,-0.10619786,0.993250166,0.0466489153,0.00619371707,-0.0462525323,0.998910577
T,3,1,-19482.5504,30670.07,-1743467.63
triangle_lib,3,3,-23127.1458,-23739.8357,-24394.115,27345.1719,31643.1895,31234.9011,-1738316.5,-1738078.2,-1738001.73
valid_lib,2,3,-21198.4941,-20654.0769,30855.8947,30510.4907,-1738510.34,-1738600.38
Extract_craterPos,49,2,57,459,191,127,436,320,351,109,245,307,194,410,35,312,202,289,459,373,395,237,291,485,376,70,355,382,159,286,180,438,372,332,436,65,481,85,408,373,470,322,482,391,354,399,261,209,284,154,470,35,49,55,58,61,65,74,84,84,93,116,119,133,139,164,164,167,179,183,184,191,200,210,211,228,251,263,266,275,280,290,306,307,312,315,320,323,336,343,352,367,382,407,422,437,442,461,476,478
