var_name,row,col,data
K,3,3,256,0,0,0,256,0,256,256,1
R_img,3,3,-0.96935338,-0.0270547416,0.244176301,0.0221661989,-0.999495496,-0.0227467305,0.24466852,-0.0166371596,0.969464038
T_img,1,3,-448644.144,41165.0624,-1702512.58
crater3D,61,3,-414849.5,-415585.688,-417516.594,-417765.219,-417787.344,-418352.25,-419901.719,-420233.031,-421405.031,-421770.562,-423379.5,-424443.5,-425110.906,-425469.656,-427945.781,-428349.906,-429670.438,-430626.125,-431774.531,-431818.906,-432052.281,-432311.281,-433908.656,-434692.875,-435710.188,-435500.438,-437874.938,-438878.812,-440302.594,-441187.906,-441549.469,-441668.406,-441816.219,-442167,-443745.719,-444060.156,-444546.812,-445461.375,-446030.281,-446530.125,-448705.719,-448876.031,-449550.469,-449975.75,-451777.625,-454230.562,-454275.094,-454675.625,-454968.438,-455160.969,-457880.188,-457867.906,-458542.188,-459551.125,-460263.219,-460898.719,-463921.812,-463999.031,-464704.812,-467060.719,-468184.25,52353.918,66211.7578,59468.3281,40723.7773,28630.9199,35346.6523,63010.3203,44190.0586,16190.8711,52194.5117,48188.3398,22969.1895,17244.9805,42591.1797,46102.7852,17185.8789,13173.9268,25670.752,29559.0645,21719.1367,46448.0508,40377.3242,54617.668,26544.1055,20299.1621,42610.668,64563.9609,52707.8359,44468.7656,56351.2891,61994.0508,68173.0547,34990.9727,51699.4336,15277.2158,20806.584,25512.8145,57039.5312,34984.4961,47097.6172,18444.7969,26321.4336,35087.582,38495.4062,20493.916,47190.1133,14081.2637,42002.1641,37602.8828,59690.832,13315.7686,27770.0527,55807.9609,19952.377,52577.1602,30930.2383,13070.2891,40333.6914,52619.7344,38792.0273,21172.9805,-1682574.25,-1682116.38,-1681450.25,-1681992.38,-1681959.62,-1681480.38,-1681203.5,-1681121.88,-1681923.25,-1680353.62,-1680284.88,-1681150.25,-1680696.25,-1680209.75,-1678900.5,-1680277,-1679747.75,-1679607,-1679308,-1679302.75,-1678070.88,-1677972.88,-1677129.25,-1678377.62,-1678353,-1677339.25,-1676298,-1675686.62,-1675664.38,-1675152.62,-1674809.88,-1674681.25,-1675513.5,-1675015.5,-1675818,-1675366.5,-1675103.25,-1674038.75,-1674643.88,-1674088.5,-1674073.12,-1673520.88,-1673458.62,-1673191.12,-1672800.75,-1672144.62,-1672157.88,-1671608.38,-1672064.25,-1671112.75,-1671526.12,-1670949,-1670619,-1670697.12,-1670500.38,-1669754.62,-1669340.62,-1669404.5,-1669362.38,-1668374,-1668403
