var_name,row,col,data
crater_pos,28,2,459,436,351,307,410,312,202,459,373,291,355,429,382,286,483,438,372,332,436,481,408,373,470,322,482,391,354,399,49,61,74,93,119,139,164,167,179,191,228,238,251,266,279,280,290,306,307,315,323,336,343,352,367,382,407,422
crater_peak,28,1,19789888,20482124,19193200,22561740,41496812,22322356,19949100,17706234,30115426,18636638,23707116,17302284,41218964,32969320,18510216,19344018,27901548,23105048,38539556,29478492,47058140,29692732,23427280,24358080,18007472,19734164,19696308,19144288
